---START---
188.00, 29.23, 45.11, -43.71, 
189.00, 29.34, 45.28, -43.10, 
190.00, 29.42, 44.33, -43.01, 
191.00, 29.11, 44.31, -43.28, 
192.00, 29.15, 44.40, -43.23, 
193.00, 29.03, 43.05, -43.46, 
194.00, 29.23, 43.56, -43.36, 
195.00, 29.14, 42.00, -43.28, 
196.00, 29.63, 42.93, -43.46, 
197.00, 29.08, 41.45, -43.35, 
198.00, 29.36, 42.42, -43.30, 
199.00, 29.46, 41.85, -43.46, 
200.00, 29.54, 42.77, -43.65, 
201.00, 29.25, 42.11, -42.92, 
202.00, 28.99, 41.64, -43.24, 
203.00, 29.38, 41.26, -43.22, 
204.00, 29.48, 40.59, -44.03, 
205.00, 29.57, 40.80, -43.32, 
206.00, 29.20, 39.69, -43.20, 
207.00, 29.37, 40.68, -43.32, 
208.00, 29.29, 39.04, -43.40, 
209.00, 29.17, 39.54, -43.74, 
210.00, 29.32, 38.78, -43.38, 
211.00, 29.49, 39.65, -43.41, 
212.00, 29.44, 38.44, -42.86, 
213.00, 29.01, 38.75, -43.08, 
214.00, 28.96, 37.88, -43.10, 
215.00, 29.35, 37.91, -43.40, 
216.00, 28.93, 38.26, -43.59, 
217.00, 29.04, 37.72, -43.37, 
218.00, 29.11, 37.58, -43.53, 
219.00, 29.09, 36.33, -43.10, 
220.00, 29.62, 36.70, -42.90, 
221.00, 29.26, 35.68, -43.66, 
222.00, 29.04, 36.50, -44.00, 
223.00, 29.13, 35.46, -43.65, 
224.00, 29.36, 36.43, -43.86, 
225.00, 29.41, 35.50, -43.72, 
226.00, 29.50, 35.72, -43.92, 
227.00, 29.32, 35.26, -43.39, 
228.00, 29.48, 35.14, -43.98, 
229.00, 29.45, 34.72, -44.34, 
230.00, 29.66, 34.36, -44.29, 
231.00, 29.39, 34.44, -44.46, 
232.00, 29.54, 34.21, -44.31, 
233.00, 29.64, 34.07, -44.44, 
234.00, 29.76, 33.54, -44.09, 
235.00, 29.56, 33.63, -44.07, 
236.00, 29.69, 32.55, -44.31, 
237.00, 29.70, 32.43, -44.10, 
238.00, 29.52, 31.82, -43.92, 
239.00, 29.45, 31.59, -43.98, 
240.00, 29.75, 31.34, -44.05, 
241.00, 29.92, 31.93, -44.30, 
242.00, 29.57, 31.39, -44.62, 
243.00, 29.44, 31.10, -44.70, 
244.00, 29.50, 29.95, -44.50, 
245.00, 29.47, 30.16, -44.92, 
246.00, 29.20, 29.76, -44.19, 
247.00, 29.18, 29.26, -44.85, 
248.00, 29.66, 29.37, -44.20, 
249.00, 29.57, 29.26, -44.15, 
250.00, 29.75, 29.23, -44.49, 
251.00, 29.46, 28.68, -44.51, 
252.00, 29.42, 28.61, -44.41, 
253.00, 29.57, 28.34, -44.51, 
254.00, 29.54, 27.73, -44.31, 
255.00, 29.52, 27.27, -44.66, 
